artist_id,artist_name,popularity,followers,genres,photo
1OZ5QftREjOSgdIjdzm03I,Sharman Joshi,42,258,[],[]
1P0xN5daAiUEebg0m8pY2O,Varun Dhawan,54,30247,[],[]
1PEOXOtxn9FQN9sc2CBYGv,Sajid Khan,42,273,[],https://i.scdn.co/image/ab67616d0000b273d0092c4f45329c24849f4e70
1Pn6pKlgzxcH6iIRp08dQr,Sonu Kakkar,50,58226,"['filmi', 'modern bollywood']",https://i.scdn.co/image/ab6761610000e5eb4bb8e1dd6d761593afd6a17c
1RH25kNF2MA1wji0ZzgAVk,Aditya Chopra,25,16,[],[]
1RMmK2dEtVEbhSV7qvSXJ1,Kalpana Patowary,36,2402,['indian folk'],https://i.scdn.co/image/ab6761610000e5eb24ed353e69b6c6bb17896bd0
1Rw80aZte4nc7PJb8ODdKG,Siddhant Madhav,10,27,[],https://i.scdn.co/image/ab6761610000e5eb94f0e3d065ee145700b0d3a8
1SFZj1QftOmRhmnB7TgOlc,Herbie Sahara,45,85,[],[]
1SJOL9HJ08YOn92lFcYf8a,Shankar Mahadevan,70,3933197,"['desi pop', 'filmi', 'modern bollywood']",https://i.scdn.co/image/ab6761610000e5eb3f27a828c24d73cf0427e2e7
1UWXbWtYqfIiPRXrLh3eBK,Maneesh Singh,23,8,[],https://i.scdn.co/image/ab67616d0000b27346ea5ae986ceae2efcf4b506
1UdYhDdrXVNJMAKghjdU6v,Joi Barua,44,13471,['northeast indian indie'],https://i.scdn.co/image/ab67616d0000b273ad8b21ba1e471add16a4d6e7
1Uj4ZC05yoQLa2oDVJVSbw,Mariam Toller,35,59,[],[]
1Uy4rDTdXHBBSAjDTOKoRC,Suvarna Tiwari,17,136,[],https://i.scdn.co/image/ab6761610000e5eb11de47dea6470807586bcc4f
1W8O3VMkoLKHlnPtojVU8l,Kshitij Tarey,43,7043,['modern bollywood'],https://i.scdn.co/image/ab6761610000e5ebc3bcae0e37cb5259d47592d8
1WTFOsRsg1Vzx5NzyE53JR,Abhay Deol,45,274,[],[]
1We1NKY3QvTL9JRVFTIAXM,Rashmi Sharma,14,42,[],https://i.scdn.co/image/ab67616d0000b2739191993d874f96a646b10798
